Secteur d'activité;Centre de formation;diplômes + niveau (BTS, BAC …);Niveau;Intitulé métier;Famille métier
INDUSTRIE;STE CROIX ST EUVERTE;Licence Pro CAPPI - Conception et Amélioration des Processus et Procédés Industriels - CAPPI parcours Systèmes automatisés -;>=BAC+3;Responsable de production;TECHNICIEN PRODUCTION
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Production Industrielle (TPI);BAC ;Technicien de production;TECHNICIEN PRODUCTION
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Production Industrielle (TPI);BAC ;technicien d'atelier;TECHNICIEN PRODUCTION
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Production Industrielle (TPI);BAC ;technicien d'îlot;TECHNICIEN PRODUCTION
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Production Industrielle (TPI);BAC ;technicien de ligne.;TECHNICIEN PRODUCTION
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Production en Pharmacie et Cosmétique Industrielle (TPPCI);BAC ;Technicien de production;TECHNICIEN PRODUCTION
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Production en Pharmacie et Cosmétique Industrielle (TPPCI);BAC ;technicien d'atelier;TECHNICIEN PRODUCTION
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Production en Pharmacie et Cosmétique Industrielle (TPPCI);BAC ;technicien d'îlot;TECHNICIEN PRODUCTION
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Production en Pharmacie et Cosmétique Industrielle (TPPCI);BAC ;technicien de ligne.;TECHNICIEN PRODUCTION
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Conducteur (trice) d’Installations Machines Automatisées (CIMA);CAP/BEP              ;Conducteur de lignes;TECHNICIEN MAINTENANCE
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Conducteur (trice) d’Installations Machines Automatisées (CIMA);CAP/BEP              ;conducteur de machines;TECHNICIEN PRODUCTION
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Conducteur (trice) d’Installations Machines Automatisées (CIMA);CAP/BEP              ;conducteur d'équipements;TECHNICIEN MAINTENANCE
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Conducteur (trice) d’Installations Machines Automatisées (CIMA);CAP/BEP              ;conducteur de machines automatisées;TECHNICIEN MAINTENANCE
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Conducteur (trice) d’Installations Machines Automatisées (CIMA);CAP/BEP              ;opérateur sur machines automatisées;TECHNICIEN MAINTENANCE
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Maintenance Industrielle (TMI);BAC ;technicien(ne) de maintenance industrielle;TECHNICIEN MAINTENANCE
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Maintenance Industrielle (TMI);BAC ;électromécanicien(ne) de maintenance industrielle;TECHNICIEN MAINTENANCE
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Maintenance Industrielle (TMI);BAC ;électricien(ne) ou mécanicien(ne) de maintenance industrielle;ELECTRICIEN
INDUSTRIE;STE CROIX ST EUVERTE;Titre professionnel – Technicien(ne) de Maintenance Industrielle (TMI);BAC ;technicien(ne) de mise en service d'équipements industriels;TECHNICIEN MAINTENANCE
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Conseiller(ère) en Insertion Professionnelle (CIP);BAC+2                  ;conseiller en insertion professionnelle;ACCOMPAGNATEUR SOCIAL
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Conseiller(ère) en Insertion Professionnelle (CIP);BAC+2                  ;conseiller en insertion sociale et professionnelle;ACCOMPAGNATEUR SOCIAL
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Conseiller(ère) en Insertion Professionnelle (CIP);BAC+2                  ;conseiller emploi formation;ACCOMPAGNATEUR SOCIAL
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Conseiller(ère) en Insertion Professionnelle (CIP);BAC+2                  ;conseiller à l'emploi;ACCOMPAGNATEUR SOCIAL
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Conseiller(ère) en Insertion Professionnelle (CIP);BAC+2                  ;chargé d'accompagnement social et professionnel ;ACCOMPAGNATEUR SOCIAL
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Conseiller(ère) en Insertion Professionnelle (CIP);BAC+2                  ;chargé de projet professionnelle;ACCOMPAGNATEUR SOCIAL
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Conseiller(ère) en Insertion Professionnelle (CIP);BAC+2                  ;accompagnateur socioprofessionnel.;ACCOMPAGNATEUR SOCIAL
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Encadrant Technique d’Insertion (ETI);BAC ;encadrant technique;ACCOMPAGNATEUR SOCIAL
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Encadrant Technique d’Insertion (ETI);BAC ;encadrant technique;ACCOMPAGNATEUR SOCIAL
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Encadrant Technique d’Insertion (ETI);BAC ;encadrant de chantier d'insertion;ACCOMPAGNATEUR SOCIAL
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Encadrant Technique d’Insertion (ETI);BAC ;encadrant technique d'activité d'insertion;ACCOMPAGNATEUR SOCIAL
SANTE SOCIAL;STE CROIX ST EUVERTE;Titre professionnel Encadrant Technique d’Insertion (ETI);BAC ;encadrant technique, pédagogique et social.;ACCOMPAGNATEUR SOCIAL
SERVICE;CNAM;Licence générale Gestion des Ressources Humaines;>BAC+3               ;Assistant RH;RH
SERVICE;CNAM;Licence générale Gestion des Ressources Humaines;>BAC+3               ;Chargé de recrutement;AGENT ADMINISTRATIF
SERVICE;CNAM;"Certificat professionnel - ""Fondamentaux de la paie""";RAS;Assistant Gestion de la Paie;RH
SERVICE;CNAM;"Certificat professionnel - ""Fondamentaux de la paie""";RAS;Assistant Gestion de la Paie;COMPTABLE CONTRÔLE DE GESTION AUDIT
SERVICE;CNAM;Certificat de compétences - Assistant  Ressources Humaines;RAS;Assistant RH;RH
SERVICE;CNAM;Certificat de compétences - Chargé Développement RH;RAS;chargé du développement des RH…;RH
SERVICE;CNAM;Certificat de compétences - Gestionnaire de Paie;RAS;Assistant Gestionnaire Paie;RH
SERVICE;CNAM;Certificat de compétences - Gestionnaire de Paie;RAS;Assistant Gestionnaire Paie;COMPTABLE CONTRÔLE DE GESTION AUDIT
SERVICE;CNAM;Licence générale Droit appliqué à l'entreprise;>BAC+3               ;Chef des services administratifs et financiers;JURISTE
SERVICE;CNAM;Licence générale Droit appliqué à l'entreprise;>BAC+3               ;Assistant.e de direction ;AGENT ADMINISTRATIF
SERVICE;CNAM;Certificat de spécialisation - Délégué à la protection des données (DPO / CIL);RAS;Correspondant Informatique et Libertés;ACCOMPAGNATEUR SOCIAL
SERVICE;CNAM;Certificat de compétences -  Droit des affaires;RAS;Professionnels du Droit;JURISTE
SERVICE;CNAM;Certificat de compétences - Conseil en droit social appliqué à l'entreprise;RAS;Professionnels du Droit;JURISTE
SERVICE;CNAM;Licence générale Commerce, vente et marketing;>BAC+3               ;études de marchés et projets commerciaux ;CHARGE COMMUNICATION MARKETING
SERVICE;CNAM;Licence générale Commerce, vente et marketing;>BAC+3               ;négociation et vente;COMMERCIAL
SERVICE;CNAM;Certificat de compétences - Communication entreprises, marques et produits;sans niveau spécifique;Commerce, Vente et Marketing;CHARGE COMMUNICATION MARKETING
SERVICE;CNAM;Certificat de compétences - E-marketing et e-commerce;sans niveau spécifique;Commerce, Vente et Marketing;CHARGE COMMUNICATION MARKETING
SERVICE;CNAM;Diplôme d'établissement - diplôme de gestion et comptabilité (DGC);>BAC+3               ;contrôleur de gestion;COMPTABLE CONTRÔLE DE GESTION AUDIT
SERVICE;CNAM;Diplôme d'établissement - diplôme de gestion et comptabilité (DGC);>BAC+3               ;auditeur financier;COMPTABLE CONTRÔLE DE GESTION AUDIT
SERVICE;CNAM;Licence générale Comptabilité, contôle, audit;>BAC+3               ; contrôle de gestion;COMPTABLE CONTRÔLE DE GESTION AUDIT
SERVICE;CNAM;Licence générale Comptabilité, contôle, audit;>BAC+3               ;auditeur financier;COMPTABLE CONTRÔLE DE GESTION AUDIT
